faithfulness,answer_relevancy,context_precision,context_recall,scenario_id,cell,pattern
1.0,0.7618,0.4,1.0,P009-Q02-T-직업,3,T-직업
1.0,0.8263,0.2,1.0,P009-Q03-T-학력,3,T-학력
0.4114,0.6649,0.0,0.2721,P009-Q04-F-반대,3,F-반대
1.0,0.2728,0.2,0.3603,P009-Q05-F-비존재,3,F-비존재
0.3693,0.768,0.0,0.2676,P009-Q06-F-시점오류,3,F-시점오류
0.3727,0.8121,0.0,0.2676,P009-Q07-ADV-부분일치,3,ADV-부분일치
0.3693,0.8104,0.0,0.2676,P009-Q08-ADV-시점근접,3,ADV-시점근접
0.3861,0.755,0.0,0.2721,P009-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.3914,0.6,1.0,P010-Q01-T-거주지,3,T-거주지
1.0,0.7797,0.2,1.0,P010-Q02-T-직업,3,T-직업
1.0,0.8174,0.4,1.0,P010-Q03-T-학력,3,T-학력
0.425,0.6517,0.0,0.3012,P010-Q04-F-반대,3,F-반대
1.0,0.2536,0.2,0.4237,P010-Q05-F-비존재,3,F-비존재
0.361,0.8118,0.0,0.3012,P010-Q06-F-시점오류,3,F-시점오류
0.4446,0.625,0.0,0.3012,P010-Q07-ADV-부분일치,3,ADV-부분일치
0.361,0.8094,0.0,0.3012,P010-Q08-ADV-시점근접,3,ADV-시점근접
0.3815,0.6559,0.0,0.3012,P010-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.3281,0.6,1.0,P011-Q01-T-거주지,3,T-거주지
1.0,0.7367,0.4,1.0,P011-Q02-T-직업,3,T-직업
1.0,0.8165,0.2,1.0,P011-Q03-T-학력,3,T-학력
0.4983,0.4836,0.0,0.2591,P011-Q04-F-반대,3,F-반대
1.0,0.2578,0.2,0.398,P011-Q05-F-비존재,3,F-비존재
0.369,0.7735,0.0,0.2581,P011-Q06-F-시점오류,3,F-시점오류
0.4699,0.6158,0.0,0.2591,P011-Q07-ADV-부분일치,3,ADV-부분일치
0.369,0.8298,0.0,0.2591,P011-Q08-ADV-시점근접,3,ADV-시점근접
0.3357,0.669,0.0,0.2591,P011-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4493,0.4,1.0,P012-Q01-T-거주지,3,T-거주지
1.0,0.7808,0.2,1.0,P012-Q02-T-직업,3,T-직업
1.0,0.8198,0.4,1.0,P012-Q03-T-학력,3,T-학력
0.4157,0.6815,0.0,0.2744,P012-Q04-F-반대,3,F-반대
1.0,0.2521,0.2,0.394,P012-Q05-F-비존재,3,F-비존재
0.3385,0.7883,0.0,0.2744,P012-Q06-F-시점오류,3,F-시점오류
0.5521,0.6764,0.0,0.2744,P012-Q07-ADV-부분일치,3,ADV-부분일치
0.3385,0.832,0.0,0.2744,P012-Q08-ADV-시점근접,3,ADV-시점근접
0.436,0.5531,0.0,0.2744,P012-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.3652,0.4,1.0,P013-Q01-T-거주지,3,T-거주지
1.0,0.7925,0.4,1.0,P013-Q02-T-직업,3,T-직업
1.0,0.4017,0.2,1.0,P013-Q03-T-학력,3,T-학력
0.4514,0.5472,0.0,0.2758,P013-Q04-F-반대,3,F-반대
1.0,0.2381,0.4,0.3913,P013-Q05-F-비존재,3,F-비존재
0.3402,0.7768,0.0,0.272,P013-Q06-F-시점오류,3,F-시점오류
0.4514,0.6736,0.0,0.2758,P013-Q07-ADV-부분일치,3,ADV-부분일치
0.3402,0.8125,0.0,0.272,P013-Q08-ADV-시점근접,3,ADV-시점근접
0.3262,0.6459,0.0,0.272,P013-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.3992,0.6,1.0,P014-Q01-T-거주지,3,T-거주지
1.0,0.7966,0.4,1.0,P014-Q02-T-직업,3,T-직업
1.0,0.8462,0.2,1.0,P014-Q03-T-학력,3,T-학력
0.4891,0.4741,0.0,0.238,P014-Q04-F-반대,3,F-반대
1.0,0.2532,0.2,0.5046,P014-Q05-F-비존재,3,F-비존재
0.3334,0.786,0.0,0.238,P014-Q06-F-시점오류,3,F-시점오류
0.2718,0.8942,0.0,0.238,P014-Q07-ADV-부분일치,3,ADV-부분일치
0.3334,0.823,0.0,0.238,P014-Q08-ADV-시점근접,3,ADV-시점근접
0.442,0.6535,0.0,0.2494,P014-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4281,0.4,1.0,P015-Q01-T-거주지,3,T-거주지
1.0,0.8054,0.6,1.0,P015-Q02-T-직업,3,T-직업
1.0,0.8402,0.2,1.0,P015-Q03-T-학력,3,T-학력
0.3826,0.6958,0.0,0.2616,P015-Q04-F-반대,3,F-반대
1.0,0.2218,0.2,0.3986,P015-Q05-F-비존재,3,F-비존재
0.3353,0.7613,0.0,0.2593,P015-Q06-F-시점오류,3,F-시점오류
0.3846,0.8365,0.0,0.2616,P015-Q07-ADV-부분일치,3,ADV-부분일치
0.3353,0.7979,0.0,0.2593,P015-Q08-ADV-시점근접,3,ADV-시점근접
0.3586,0.686,0.0,0.2701,P015-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.468,0.4,1.0,P016-Q01-T-거주지,3,T-거주지
1.0,0.7871,0.4,1.0,P016-Q02-T-직업,3,T-직업
1.0,0.8164,0.4,1.0,P016-Q03-T-학력,3,T-학력
0.5084,0.4904,0.0,0.2699,P016-Q04-F-반대,3,F-반대
1.0,0.2622,0.4,0.5217,P016-Q05-F-비존재,3,F-비존재
0.3569,0.7725,0.0,0.2699,P016-Q06-F-시점오류,3,F-시점오류
0.5084,0.6627,0.0,0.284,P016-Q07-ADV-부분일치,3,ADV-부분일치
0.4891,0.5653,0.0,0.2699,P016-Q08-ADV-시점근접,3,ADV-시점근접
0.4623,0.6228,0.0,0.284,P016-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4304,0.6,1.0,P017-Q01-T-거주지,3,T-거주지
1.0,0.7652,0.2,1.0,P017-Q02-T-직업,3,T-직업
1.0,0.8324,0.2,1.0,P017-Q03-T-학력,3,T-학력
0.52,0.4515,0.0,0.2907,P017-Q04-F-반대,3,F-반대
1.0,0.3219,0.4,0.4509,P017-Q05-F-비존재,3,F-비존재
0.3463,0.7764,0.0,0.2907,P017-Q06-F-시점오류,3,F-시점오류
0.3912,0.6841,0.0,0.2907,P017-Q07-ADV-부분일치,3,ADV-부분일치
0.3463,0.8334,0.0,0.2907,P017-Q08-ADV-시점근접,3,ADV-시점근접
0.334,0.7288,0.0,0.2907,P017-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4948,0.4,1.0,P018-Q01-T-거주지,3,T-거주지
1.0,0.8043,0.4,1.0,P018-Q02-T-직업,3,T-직업
1.0,0.8373,0.2,1.0,P018-Q03-T-학력,3,T-학력
0.4033,0.6671,0.0,0.2796,P018-Q04-F-반대,3,F-반대
1.0,0.2656,0.4,0.4066,P018-Q05-F-비존재,3,F-비존재
0.3574,0.8398,0.0,0.2796,P018-Q06-F-시점오류,3,F-시점오류
0.3877,0.6592,0.0,0.2796,P018-Q07-ADV-부분일치,3,ADV-부분일치
0.3574,0.8394,0.0,0.2796,P018-Q08-ADV-시점근접,3,ADV-시점근접
0.4242,0.6103,0.0,0.2796,P018-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4223,0.4,1.0,P019-Q01-T-거주지,3,T-거주지
1.0,0.7966,0.2,1.0,P019-Q02-T-직업,3,T-직업
1.0,0.8463,0.4,1.0,P019-Q03-T-학력,3,T-학력
0.5111,0.4933,0.0,0.2838,P019-Q04-F-반대,3,F-반대
1.0,0.2671,0.4,0.4219,P019-Q05-F-비존재,3,F-비존재
0.3408,0.7976,0.0,0.2838,P019-Q06-F-시점오류,3,F-시점오류
0.5111,0.6741,0.0,0.2838,P019-Q07-ADV-부분일치,3,ADV-부분일치
0.3408,0.8341,0.0,0.2838,P019-Q08-ADV-시점근접,3,ADV-시점근접
0.3696,0.76,0.0,0.2838,P019-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.475,0.4,1.0,P020-Q01-T-거주지,3,T-거주지
1.0,0.8037,0.2,1.0,P020-Q02-T-직업,3,T-직업
1.0,0.856,0.2,1.0,P020-Q03-T-학력,3,T-학력
0.4954,0.5172,0.0,0.266,P020-Q04-F-반대,3,F-반대
1.0,0.2457,0.2,0.4184,P020-Q05-F-비존재,3,F-비존재
0.3496,0.7716,0.0,0.2643,P020-Q06-F-시점오류,3,F-시점오류
0.3726,0.7326,0.0,0.266,P020-Q07-ADV-부분일치,3,ADV-부분일치
0.3496,0.8188,0.0,0.2643,P020-Q08-ADV-시점근접,3,ADV-시점근접
0.3496,0.6827,0.0,0.266,P020-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.47,0.4,1.0,P021-Q01-T-거주지,3,T-거주지
1.0,0.7006,0.4,1.0,P021-Q02-T-직업,3,T-직업
1.0,0.8454,0.2,1.0,P021-Q03-T-학력,3,T-학력
0.3602,0.6704,0.0,0.2502,P021-Q04-F-반대,3,F-반대
1.0,0.238,0.2,0.3711,P021-Q05-F-비존재,3,F-비존재
0.3226,0.7819,0.0,0.2502,P021-Q06-F-시점오류,3,F-시점오류
0.3524,0.7167,0.0,0.2502,P021-Q07-ADV-부분일치,3,ADV-부분일치
0.3226,0.8181,0.0,0.2502,P021-Q08-ADV-시점근접,3,ADV-시점근접
0.3393,0.6539,0.0,0.2645,P021-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.5078,0.6,1.0,P022-Q01-T-거주지,3,T-거주지
1.0,0.7964,0.2,1.0,P022-Q02-T-직업,3,T-직업
1.0,0.8136,0.4,1.0,P022-Q03-T-학력,3,T-학력
0.5042,0.522,0.0,0.2774,P022-Q04-F-반대,3,F-반대
1.0,0.2982,0.2,0.4025,P022-Q05-F-비존재,3,F-비존재
0.3437,0.7648,0.0,0.2774,P022-Q06-F-시점오류,3,F-시점오류
0.3873,0.6248,0.0,0.2828,P022-Q07-ADV-부분일치,3,ADV-부분일치
0.3437,0.8062,0.0,0.2774,P022-Q08-ADV-시점근접,3,ADV-시점근접
0.3678,0.703,0.0,0.2774,P022-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4876,0.4,1.0,P023-Q01-T-거주지,3,T-거주지
1.0,0.7483,0.4,1.0,P023-Q02-T-직업,3,T-직업
1.0,0.8641,0.8,1.0,P023-Q03-T-학력,3,T-학력
0.5019,0.5132,0.0,0.2664,P023-Q04-F-반대,3,F-반대
1.0,0.2708,0.0,0.3366,P023-Q05-F-비존재,3,F-비존재
0.3495,0.8279,0.0,0.2805,P023-Q06-F-시점오류,3,F-시점오류
0.372,0.7501,0.0,0.2664,P023-Q07-ADV-부분일치,3,ADV-부분일치
0.3495,0.8273,0.0,0.2664,P023-Q08-ADV-시점근접,3,ADV-시점근접
0.374,0.6911,0.0,0.2811,P023-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.6984,0.4,1.0,P024-Q01-T-거주지,3,T-거주지
1.0,0.7996,0.2,1.0,P024-Q02-T-직업,3,T-직업
1.0,0.8382,0.2,1.0,P024-Q03-T-학력,3,T-학력
0.4985,0.5129,0.0,0.2735,P024-Q04-F-반대,3,F-반대
1.0,0.2086,0.2,0.3785,P024-Q05-F-비존재,3,F-비존재
0.3204,0.8254,0.0,0.2229,P024-Q06-F-시점오류,3,F-시점오류
0.4985,0.6567,0.0,0.2229,P024-Q07-ADV-부분일치,3,ADV-부분일치
0.3204,0.8031,0.0,0.2229,P024-Q08-ADV-시점근접,3,ADV-시점근접
0.3119,0.7301,0.0,0.2443,P024-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.5128,0.4,1.0,P025-Q01-T-거주지,3,T-거주지
1.0,0.7874,0.2,1.0,P025-Q02-T-직업,3,T-직업
1.0,0.7958,0.2,1.0,P025-Q03-T-학력,3,T-학력
0.3858,0.6752,0.0,0.2601,P025-Q04-F-반대,3,F-반대
1.0,0.2763,0.2,0.4104,P025-Q05-F-비존재,3,F-비존재
0.3151,0.7498,0.0,0.2588,P025-Q06-F-시점오류,3,F-시점오류
0.3858,0.8201,0.0,0.2596,P025-Q07-ADV-부분일치,3,ADV-부분일치
0.3151,0.8109,0.0,0.2588,P025-Q08-ADV-시점근접,3,ADV-시점근접
0.3554,0.7141,0.0,0.2588,P025-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4709,0.4,1.0,P026-Q01-T-거주지,3,T-거주지
1.0,0.7849,0.2,1.0,P026-Q02-T-직업,3,T-직업
1.0,0.803,0.2,1.0,P026-Q03-T-학력,3,T-학력
0.3867,0.6847,0.0,0.2892,P026-Q04-F-반대,3,F-반대
1.0,0.2854,0.2,0.4149,P026-Q05-F-비존재,3,F-비존재
0.3411,0.8132,0.0,0.2839,P026-Q06-F-시점오류,3,F-시점오류
0.3892,0.8295,0.0,0.2892,P026-Q07-ADV-부분일치,3,ADV-부분일치
0.3411,0.7854,0.0,0.2839,P026-Q08-ADV-시점근접,3,ADV-시점근접
0.4681,0.5697,0.0,0.2892,P026-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4877,0.4,1.0,P027-Q01-T-거주지,3,T-거주지
1.0,0.8052,0.2,1.0,P027-Q02-T-직업,3,T-직업
1.0,0.8435,0.4,1.0,P027-Q03-T-학력,3,T-학력
0.5099,0.532,0.0,0.2563,P027-Q04-F-반대,3,F-반대
1.0,0.2563,0.0,0.3417,P027-Q05-F-비존재,3,F-비존재
0.3319,0.8295,0.0,0.2563,P027-Q06-F-시점오류,3,F-시점오류
0.5142,0.6703,0.0,0.2563,P027-Q07-ADV-부분일치,3,ADV-부분일치
0.3319,0.8125,0.0,0.2563,P027-Q08-ADV-시점근접,3,ADV-시점근접
0.3455,0.6919,0.0,0.2695,P027-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4482,0.6,1.0,P028-Q01-T-거주지,3,T-거주지
1.0,0.7919,0.2,1.0,P028-Q02-T-직업,3,T-직업
1.0,0.8165,0.4,1.0,P028-Q03-T-학력,3,T-학력
0.396,0.6996,0.0,0.2766,P028-Q04-F-반대,3,F-반대
1.0,0.2691,0.4,0.4157,P028-Q05-F-비존재,3,F-비존재
0.3341,0.7652,0.0,0.2766,P028-Q06-F-시점오류,3,F-시점오류
0.396,0.8261,0.0,0.2766,P028-Q07-ADV-부분일치,3,ADV-부분일치
0.3341,0.8156,0.0,0.2766,P028-Q08-ADV-시점근접,3,ADV-시점근접
0.3459,0.6951,0.0,0.2766,P028-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.371,0.4,1.0,P029-Q01-T-거주지,3,T-거주지
1.0,0.806,0.2,1.0,P029-Q02-T-직업,3,T-직업
1.0,0.8428,0.2,1.0,P029-Q03-T-학력,3,T-학력
0.52,0.4464,0.0,0.3004,P029-Q04-F-반대,3,F-반대
1.0,0.2818,0.2,0.3992,P029-Q05-F-비존재,3,F-비존재
0.3354,0.7992,0.0,0.3004,P029-Q06-F-시점오류,3,F-시점오류
0.3912,0.6827,0.0,0.3004,P029-Q07-ADV-부분일치,3,ADV-부분일치
0.3354,0.8257,0.0,0.3004,P029-Q08-ADV-시점근접,3,ADV-시점근접
0.4296,0.5974,0.0,0.3004,P029-Q09-ADV-유사인물,3,ADV-유사인물
1.0,0.4374,0.4,1.0,P030-Q01-T-거주지,3,T-거주지
1.0,0.7716,0.4,1.0,P030-Q02-T-직업,3,T-직업
1.0,0.8247,0.2,1.0,P030-Q03-T-학력,3,T-학력
0.4008,0.6917,0.0,0.2934,P030-Q04-F-반대,3,F-반대
1.0,0.249,0.2,0.3918,P030-Q05-F-비존재,3,F-비존재
0.3422,0.8189,0.0,0.2847,P030-Q06-F-시점오류,3,F-시점오류
0.3835,0.8264,0.0,0.2847,P030-Q07-ADV-부분일치,3,ADV-부분일치
0.3422,0.8058,0.0,0.2847,P030-Q08-ADV-시점근접,3,ADV-시점근접
0.4531,0.558,0.0,0.2847,P030-Q09-ADV-유사인물,3,ADV-유사인물
